"journal_title","title"
"Journal of Photochemistry and Photobiology A: Chemistry",1
"Journal of Photochemistry and Photobiology",7
"Journal of Philosophical Logic",4
"Journal of Phase Equilibria and Diffusion",1
"Journal of Pharmacy and Pharmacology",690
"Journal of Pharmacy and Pharmaceutical Sciences",1
"Journal of Pharmacy and Bioallied Sciences",726
"Journal of Pharmacopuncture",78
"Journal of Pharmacology and Experimental Therapeutics",1283
"Journal of Pharmacological and Toxicological Methods",440
"Journal of Pharmacological Sciences",788
"Journal of Pharmacokinetics and Pharmacodynamics",325
"Journal of Pharmaceutical and Biomedical Analysis",4177
"Journal of Pharmaceutical Sciences",2690
"Journal of Pharmaceutical Policy and Practice",353
"Journal of Pharmaceutical Investigation",21
"Journal of Pharmaceutical Health Services Research",10
"Journal of Pharmaceutical Health Care and Sciences",210
"Journal of Petroleum Exploration and Production Technology",15
"Journal of Pest Science",39
"Journal of Personalized Medicine",3450
"Journal of Personality",388
"Journal of Periodontology",771
"Journal of Periodontal and Implant Science",187
"Journal of Periodontal Research",389
"Journal of Perinatology",1751
"Journal of Perinatal Medicine",361
"Journal of Perianesthesia Nursing",687
"Journal of Peptide Science",409
"Journal of Pediatrics: X",1
"Journal of Pediatrics",3228
"Journal of Pediatric and Adolescent Gynecology",670
"Journal of Pediatric Urology",1659
"Journal of Pediatric Surgery",2599
"Journal of Pediatric Psychology",77
"Journal of Pediatric Pharmacology and Therapeutics",201
"Journal of Pediatric Orthopaedics",1
"Journal of Pediatric Ophthalmology and Strabismus",225
"Journal of Pediatric Nursing",1236
"Journal of Pediatric Neurosciences",98
"Journal of Pediatric Infectious Diseases",3
"Journal of Pediatric Hematology/Oncology",191
"Journal of Pediatric Health Care",483
"Journal of Pediatric Endocrinology and Metabolism",378
"Journal of Patient-Reported Outcomes",474
"Journal of Pathology: Clinical Research",221
"Journal of Pathology and Translational Medicine",412
"Journal of Pathology",927
"Journal of Participatory Medicine",67
"Journal of Parenteral and Enteral Nutrition",664
"Journal of Parasitology Research",253
"Journal of Parasitology",1
"Journal of Parasitic Diseases",792
"Journal of Parallel and Distributed Computing",1
"Journal of Pancreatology",1
"Journal of Paleolimnology",3
"Journal of Pain and Symptom Management",1678
"Journal of Pain Research",1098
"Journal of Pain",915
"Journal of Paediatrics and Child Health",1236
"Journal of Ovarian Research",822
"Journal of Otology",215
"Journal of Otolaryngology - Head and Neck Surgery",450
"Journal of Osteoporosis",51
"Journal of Osteopathic Medicine",166
"Journal of Orthopaedics and Traumatology",229
"Journal of Orthopaedics",1254
"Journal of Orthopaedic Translation",440
"Journal of Orthopaedic Surgery and Research",2888
"Journal of Orthopaedic Science",1373
"Journal of Orthopaedic Research",2005
"Journal of Orthodontic Science",92
"Journal of Orofacial Orthopedics",337
"Journal of Organometallic Chemistry",1
"Journal of Organizational Behavior",7
"Journal of Oral and Maxillofacial Surgery",2191
"Journal of Oral and Maxillofacial Pathology",252
"Journal of Oral Rehabilitation",608
"Journal of Oral Pathology and Medicine",377
"Journal of Oral Microbiology",156
"Journal of Oral Biosciences",185
"Journal of Oral Biology and Craniofacial Research",592
"Journal of Optometry",239
"Journal of Optimization Theory and Applications",20
"Journal of Optics (United Kingdom)",1
"Journal of Ophthalmology",1952
"Journal of Ophthalmic and Vision Research",203
"Journal of Ophthalmic Inflammation and Infection",209
"Journal of Oncology",1869
"Journal of Oceanology and Limnology",5
"Journal of Ocean University of China",7
"Journal of Ocean Engineering and Marine Energy",2
"Journal of Occupational and Organizational Psychology",1
"Journal of Occupational Medicine and Toxicology",249
"Journal of Occupational Health",63
"Journal of Obstetrics and Gynecology of India",611
"Journal of Obstetrics and Gynaecology Research",1827
"Journal of Obstetrics and Gynaecology Canada",648
"Journal of Obsessive-Compulsive and Related Disorders",11
"Journal of Obesity and Metabolic Syndrome",76
"Journal of Obesity",248
"Journal of Nutritional Science",366
"Journal of Nutritional Biochemistry",1290
"Journal of Nutrition and Metabolism",376
"Journal of Nutrition Education and Behavior",638
"Journal of Nutrition",550
"Journal of Nursing Scholarship",146
"Journal of Nursing Management",1114
"Journal of Nucleic Acids",32
"Journal of Nuclear Medicine Technology",376
"Journal of Nuclear Medicine",1601
"Journal of Nuclear Cardiology",881
"Journal of Nonlinear Science",22
"Journal of Nondestructive Evaluation",13
"Journal of Neurosurgical Anesthesiology",45
"Journal of Neurosurgery: Spine",760
"Journal of Neurosurgery: Pediatrics",573
"Journal of Neurosurgery",1544
"Journal of Neuroscience Research",1002
"Journal of Neuroscience Methods",1761
"Journal of Neuroscience",4304
"Journal of Neuroradiology",355
"Journal of Neuropsychology",22
"Journal of Neurophysiology",764
"Journal of Neuropathology and Experimental Neurology",8
"Journal of Neurology, Neurosurgery and Psychiatry",1019
"Journal of Neurology",2757
"Journal of Neurological Surgery, Part B: Skull Base",775
"Journal of Neuroinflammation",2114
"Journal of Neuroimmunology",1314
"Journal of Neuroimaging",680
"Journal of Neurogastroenterology and Motility",3
"Journal of Neuroendocrinology",469
"Journal of Neurodevelopmental Disorders",314
"Journal of Neurochemistry",1418
"Journal of NeuroVirology",632
"Journal of NeuroInterventional Surgery",1614
"Journal of NeuroImmune Pharmacology",329
"Journal of NeuroEngineering and Rehabilitation",947
"Journal of Neuro-Ophthalmology",3
"Journal of Neuro-Oncology",1995
"Journal of Neural Transmission",968
"Journal of Network and Computer Applications",4
"Journal of Nephropharmacology",7
"Journal of Nephropathology",47
"Journal of Nephrology",984
"Journal of Neonatal Surgery",69
"Journal of Neonatal Nursing",13
"Journal of Natural Medicines",641
"Journal of Natural History",1
"Journal of Nanostructure in Chemistry",8
"Journal of Nanoparticle Research",85
"Journal of Nanobiotechnology",1506
"Journal of Muscle Research and Cell Motility",166
"Journal of Multidisciplinary Healthcare",807
"Journal of Movement Disorders",233
"Journal of Mountain Science",12
"Journal of Molluscan Studies",2
"Journal of Molecular and Cellular Cardiology",1139
"Journal of Molecular Recognition",372
"Journal of Molecular Neuroscience",1281
"Journal of Molecular Modeling",2455
"Journal of Molecular Medicine",800
"Journal of Molecular Liquids",46
"Journal of Molecular Histology",443
"Journal of Molecular Graphics and Modelling",1518
"Journal of Molecular Evolution",283
"Journal of Molecular Endocrinology",98
"Journal of Molecular Diagnostics",701
"Journal of Molecular Cell Biology",30
"Journal of Molecular Biology",2399
"Journal of Modern Optics",5
"Journal of Minimally Invasive Gynecology",1514
"Journal of Migration and Health",119
"Journal of Midwifery and Women's Health",415
"Journal of Mid-Life Health",97
"Journal of Microscopy and Ultrastructure",123
"Journal of Microscopy",661
"Journal of Microbiology, Immunology and Infection",680
"Journal of Microbiology and Biotechnology",131
"Journal of Microbiology and Biology Education",493
"Journal of Microbiology",796
"Journal of Microbiological Methods",1388
"Journal of Metamorphic Geology",2
"Journal of Memory and Language",1
"Journal of Membrane Biology",372
"Journal of Medical and Biological Engineering",62
"Journal of Medical Virology",2601
"Journal of Medical Ultrasound",233
"Journal of Medical Toxicology",218
"Journal of Medical Systems",1323
"Journal of Medical Signals and Sensors",101
"Journal of Medical Screening",13
"Journal of Medical Radiation Sciences",267
"Journal of Medical Primatology",153
"Journal of Medical Internet Research",5072
"Journal of Medical Imaging and Radiation Sciences",520
"Journal of Medical Imaging and Radiation Oncology",710
"Journal of Medical Imaging",819
"Journal of Medical Genetics",808
"Journal of Medical Ethics and History of Medicine",122
"Journal of Medical Ethics",1221
"Journal of Medical Case Reports",2737
"Journal of Medical Biochemistry",153
"Journal of Media Psychology",1
"Journal of Media Business Studies",1
"Journal of Mechanisms and Robotics",3
"Journal of Mathematics in Industry",12
"Journal of Mathematical Physics",3
"Journal of Mathematical Imaging and Vision",17
"Journal of Mathematical Chemistry",4
"Journal of Mathematical Biology",284
"Journal of Materials Science: Materials in Medicine",990
"Journal of Materials Science",67
"Journal of Materials Research and Technology",2
"Journal of Materials Engineering and Performance",12
"Journal of Materials Chemistry C",45
"Journal of Materials Chemistry B",9
"Journal of Material Cycles and Waste Management",26
"Journal of Mass Spectrometry and Advances in the Clinical Lab",56
"Journal of Mass Spectrometry",234
"Journal of Marriage and Family",23
"Journal of Marital and Family Therapy",122
"Journal of Marine Science and Technology",3
"Journal of Manual and Manipulative Therapy",3
"Journal of Manipulative and Physiological Therapeutics",388
"Journal of Management",1
"Journal of Mammary Gland Biology and Neoplasia",154
"Journal of Mammalogy",51
"Journal of Magnetic Resonance Imaging",2272
"Journal of Magnetic Resonance",1159
"Journal of Macromolecular Science - Physics",1
"Journal of Low Temperature Physics",22
"Journal of Lipid and Atherosclerosis",100
"Journal of Lipid Research",242
"Journal of Leukocyte Biology",1242
"Journal of Leadership and Organizational Studies",1
"Journal of Law and the Biosciences",140
"Journal of Latin American and Caribbean Anthropology",3
"Journal of Lasers in Medical Sciences",82
"Journal of Labelled Compounds and Radiopharmaceuticals",453
"Journal of Korean Medical Science",1537
"Journal of King Saud University - Science",62
"Journal of Investigative Medicine High Impact Case Reports",241
"Journal of Investigative Medicine",18
"Journal of Investigative Dermatology",1775
"Journal of Invertebrate Pathology",810
"Journal of Interventional Cardiology",465
"Journal of Interventional Cardiac Electrophysiology",1201
"Journal of Interprofessional Education and Practice",14
"Journal of International Society of Preventive and Community Dentistry",544
"Journal of International Medical Research",84
"Journal of International Development",12
"Journal of International Business Studies",29
"Journal of Internal Medicine",164
"Journal of Intensive Care Medicine",9
"Journal of Intensive Care",426
"Journal of Intelligent and Robotic Systems: Theory and Applications",20
"Journal of Intelligent Manufacturing",10
"Journal of Intelligent Information Systems",15
"Journal of Intelligence",314
"Journal of Intellectual Disability Research",566
"Journal of Integrative Plant Biology",506
"Journal of Integrative Agriculture",7
"Journal of Integrated Pest Management",6
"Journal of Insect Science",109
"Journal of Insect Physiology",712
"Journal of Insect Conservation",6
"Journal of Insect Behavior",5
"Journal of Inorganic and Organometallic Polymers and Materials",12
"Journal of Inorganic Biochemistry",1682
"Journal of Innovations in Cardiac Rhythm Management",163
"Journal of Innovation and Entrepreneurship",34
"Journal of Innate Immunity",285
"Journal of Inherited Metabolic Disease",667
"Journal of Infrared, Millimeter, and Terahertz Waves",2
"Journal of Informetrics",4
"Journal of Inflammation Research",1087
"Journal of Inflammation",205
"Journal of Infectious Diseases",422
"Journal of Infection in Developing Countries",1454
"Journal of Infection and Public Health",1254
"Journal of Infection and Chemotherapy",1517
"Journal of Infection Prevention",193
"Journal of Infection",802
"Journal of Inequalities and Applications",648
"Journal of Industrial and Engineering Chemistry",1
"Journal of Industrial Microbiology and Biotechnology",584
"Journal of Indian Society of Periodontology",189
"Journal of Indian Prosthodontic Society, The",59
"Journal of Indian Association of Pediatric Surgeons",197
"Journal of Inclusion Phenomena and Macrocyclic Chemistry",8
"Journal of Immunotherapy and Precision Oncology",40
"Journal of Immunotherapy",33
"Journal of Immunology Research",2041
"Journal of Immunology",4351
"Journal of Immunological Methods",886
"Journal of Immigrant and Refugee Studies",1
"Journal of Immigrant and Minority Health",11
"Journal of Imaging",777
"Journal of ISAKOS",76
"Journal of Human Reproductive Sciences",145
"Journal of Human Nutrition and Dietetics",277
"Journal of Human Lactation",22
"Journal of Human Hypertension",822
"Journal of Human Genetics",923
"Journal of Human Evolution",718
"Journal of Housing and the Built Environment",40
"Journal of Housing Economics",1
"Journal of Hospitality, Leisure, Sport and Tourism Education",20
"Journal of Hospital Medicine",297
"Journal of Hospital Librarianship",1
"Journal of Hospital Infection",1464
"Journal of Homeland Security and Emergency Management",1
"Journal of Histochemistry and Cytochemistry",27
"Journal of Higher Education",1
"Journal of High Energy Physics",20
"Journal of Heterocyclic Chemistry",4
"Journal of Heredity",57
"Journal of Herbal Medicine",11
"Journal of Hepatology",1503
"Journal of Hepato-Biliary-Pancreatic Sciences",543
"Journal of Hematopathology",10
"Journal of Hematology and Oncology",909
"Journal of Heart and Lung Transplantation",931
"Journal of Healthcare Quality Research",218
"Journal of Healthcare Management",1
